"document_id","field_name","status","answer_raw","answer_normalized","matched_expression","representative_source_type","representative_location","source_excerpt_redacted","additional_locations","confidence","review_reason","decision_note","source_review_completed","source_review_method","reviewer","source_context_note","discarded_candidates","discarded_reason"
"RFP-000045","필수 제출 서류","value_present","입찰참가신청서; 사업자등록증; 사용인감계; 법인인감증명서; 법인등기부등본; 정보통신공사업 등록증; 소프트웨어사업자 일반현황관리확인서; 중소기업 확인서; 국세·지방세 납세증명서; 입찰보증금 또는 보증서; 입찰참가 실적증명서; 일반현황 및 연혁; 경영상태·신용평가 자료; 주요·유사용역 실적; 조직·기술인력 자료; 참여인력 자료; 가격제안서·산출내역; 공동수급 서류(해당 시); 청렴계약 이행확약서; 제안서·제안요약서 원본 USB","[""입찰참가신청서; 사업자등록증; 사용인감계; 법인인감증명서; 법인등기부등본; 정보통신공사업 등록증; 소프트웨어사업자 일반현황관리확인서; 중소기업 확인서; 국세·지방세 납세증명서; 입찰보증금 또는 보증서; 입찰참가 실적증명서; 일반현황 및 연혁; 경영상태·신용평가 자료; 주요·유사용역 실적; 조직·기술인력 자료; 참여인력 자료; 가격제안서·산출내역; 공동수급 서류(해당 시); 청렴계약 이행확약서; 제안서·제안요약서 원본 USB""]","등록 및 제출서류","body_sentence","{""document_id"":""RFP-000045"",""file"":""수협중앙회_강릉어선안전조업국 상황관제시스템 구축.md"",""heading"":""① 입찰참가신청서"",""line"":850}","① 입찰참가신청서
□ 등록 및 제출서류(입찰공고문 참조)
② 사업자등록증
③ 사용인감계
④ 법인인감증명서
⑤ 법인등기부등본
⑥ 정보통신공사업 등록증
⑦ 소프트웨어사업자 일반현황관리확인서
⑧ 중소기업 확인서
⑨ 국세/지방세 납세증명서 각 1부
⑩ 입찰보증금 또는 보증서(입찰금액의 100분의5이상,
⑪ 입찰참가 실적증명서
① 일반현황 및 연혁
② 자본금 매출액 및 경영상태 / 기업신용평가 등급 확인서
③ 주요사업실적(총괄표)
④ 유사용역의 수행실적(총괄표)
⑤ 조직 및 기술인력 보유현황
⑥ 참여인력 총괄명부/ 4대보험 가입증명서 첨부
⑦ 참여인력 및 이력현황 / 참여인력 기술자경력수첩 사본 첨부
⑧ 가격제안서/ 산출근거(산출내역)와 함께 밀봉제출
⑨ 공동수급 표준협정서 - 공동수급의 경우
⑩ 공동수급 합의각서 ","[{""heading"":""□ 등록 및 제출서류(입찰공고문 참조)"",""line"":840,""source_type"":""body_sentence""},{""heading"":""② 사업자등록증"",""line"":854,""source_type"":""body_sentence""},{""heading"":""③ 사용인감계"",""line"":856,""source_type"":""body_sentence""},{""heading"":""④ 법인인감증명서"",""line"":858,""source_type"":""body_sentence""},{""heading"":""⑤ 법인등기부등본"",""line"":860,""source_type"":""body_sentence""},{""heading"":""⑥ 정보통신공사업 등록증"",""line"":862,""source_type"":""body_sentence""},{""heading"":""⑦ 소프트웨어사업자 일반현황관리확인서"",""line"":864,""source_type"":""body_sentence""},{""heading"":""⑧ 중소기업 확인서"",""line"":866,""source_type"":""body_sentence""},{""heading"":""⑨ 국세/지방세 납세증명서 각 1부"",""line"":868,""source_type"":""body_sentence""},{""heading"":""⑩ 입찰보증금 또는 보증서(입찰금액의 100분의5이상,"",""line"":870,""source_type"":""body_sentence""},{""heading"":""⑪ 입찰참가 실적증명서"",""line"":874,""source_type"":""body_sentence""},{""heading"":""① 일반현황 및 연혁"",""line"":886,""source_type"":""body_sentence""},{""heading"":""② 자본금 매출액 및 경영상태 / 기업신용평가 등급 확인서"",""line"":888,""source_type"":""body_sentence""},{""heading"":""③ 주요사업실적(총괄표)"",""line"":890,""source_type"":""body_sentence""},{""heading"":""④ 유사용역의 수행실적(총괄표)"",""line"":892,""source_type"":""body_sentence""},{""heading"":""⑤ 조직 및 기술인력 보유현황"",""line"":894,""source_type"":""body_sentence""},{""heading"":""⑥ 참여인력 총괄명부/ 4대보험 가입증명서 첨부"",""line"":896,""source_type"":""body_sentence""},{""heading"":""⑦ 참여인력 및 이력현황 / 참여인력 기술자경력수첩 사본 첨부"",""line"":898,""source_type"":""body_sentence""},{""heading"":""⑧ 가격제안서/ 산출근거(산출내역)와 함께 밀봉제출"",""line"":900,""source_type"":""body_sentence""},{""heading"":""⑨ 공동수급 표준협정서 - 공동수급의 경우"",""line"":902,""source_type"":""body_sentence""},{""heading"":""⑩ 공동수급 합의각서 - 공동수급의 경우"",""line"":904,""source_type"":""body_sentence""},{""heading"":""⑪ 청렴계약 이행확약서"",""line"":906,""source_type"":""body_sentence""},{""heading"":""⑫ 제안서 및 제안요약서 원본파일 (USB메모리)"",""line"":908,""source_type"":""body_sentence""}]","semantic_reviewed","","입찰공고문 참조 뒤에 이어지는 실제 입찰등록·제안 제출 목록 전체를 사용","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","입찰참가 등록 및 제출서류 절의 연속 목록","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000047","제출 방식","value_present","입찰등록 및 제안서는 방문 접수(e-mail 및 우편접수 불가)","입찰등록 및 제안서는 방문 접수(e-mail 및 우편접수 불가)","입찰등록 및 제안서 제출","body_sentence","{""document_id"":""RFP-000047"",""file"":""울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.md"",""heading"":""### - 입찰등록 및 제안서 제출 : 방문 접수(e-mail 및 우편접수 불가)"",""line"":367}","### - 입찰등록 및 제안서 제출 : 방문 접수(e-mail 및 우편접수 불가)
### ❍ 제출방법 : 입찰공고 참조","[{""heading"":""### ❍ 제출방법 : 입찰공고 참조"",""line"":1386,""source_type"":""body_sentence""}]","semantic_reviewed","","뒤쪽 공고 참조보다 앞쪽 입찰등록 절의 방문 접수 조건을 우선","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","입찰등록 방법 절에 방문 접수와 금지 수단이 명시됨","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000052","제출 방식","value_present","제안사 대표자의 신고인감으로 날인한 공문과 제안서를 함께 제출(우편접수 불가)","제안사 대표자의 신고인감으로 날인한 공문과 제안서를 함께 제출(우편접수 불가)","제안서 제출","body_sentence","{""document_id"":""RFP-000052"",""file"":""인천광역시_인천일자리플랫폼 정보시스템 구축 ISP 수립용역.md"",""heading"":""### 아. 제안서는 제안사 대표자의 신고인감으로 날인하여 공문과 제안서를 함께 제출하여야 함(우편접수 불가)"",""line"":736}","### 아. 제안서는 제안사 대표자의 신고인감으로 날인하여 공문과 제안서를 함께 제출하여야 함(우편접수 불가)
## 가. 제출기한 및 장소 : 입찰공고문 참조
### 라. 입찰참가자격 및 제안서 제출 : 입찰공고문 참조","[{""heading"":""## 가. 제출기한 및 장소 : 입찰공고문 참조"",""line"":744,""source_type"":""body_sentence""},{""heading"":""### 라. 입찰참가자격 및 제안서 제출 : 입찰공고문 참조"",""line"":759,""source_type"":""body_sentence""}]","semantic_reviewed","","공고 참조와 함께 현재 문서가 밝힌 제출 구성·우편 불가 조건을 우선","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제안서 작성 조건과 제안 안내사항을 함께 확인","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000053","필수 제출 서류","value_present","입찰참가신청서; 사업자등록증; 소프트웨어사업자·중소기업 확인서; 직접생산증명서; 법인등기부등본·법인인감증명서; 청렴계약이행서약서; 위임장 또는 재직증명서(해당 시); 입찰참가자격 증명·공고 추가 서류; 입찰참가 공문; 제안서·요약서·발표자료 PDF","[""입찰참가신청서; 사업자등록증; 소프트웨어사업자·중소기업 확인서; 직접생산증명서; 법인등기부등본·법인인감증명서; 청렴계약이행서약서; 위임장 또는 재직증명서(해당 시); 입찰참가자격 증명·공고 추가 서류; 입찰참가 공문; 제안서·요약서·발표자료 PDF""]","제출서류","body_sentence","{""document_id"":""RFP-000053"",""file"":""재단법인 광주광역시 광주문화재단_2024년 광주문화예술통합플랫폼 시스.md"",""heading"":""① 입찰참가신청서 1 부.(별지 서식 참조)"",""line"":990}","① 입찰참가신청서 1 부.(별지 서식 참조)
### 아. 제출서류 및 마감 : 입찰공고문에 의함
② 사업자등록증, 소프트웨어사업자 및 중·소기업·소상공인 확인서 사본 각 1 부.
③ 직접생산증명서[정보시스템개발서비스] 1 부.
④ 법인등기부등본 및 법인인감증명서 각 1 부.
⑤ 청렴계약이행서약서 1 부.(별지 서식 참조)
위임장 또는 재직증명서 1부. (대리인 제출 시)
기타 입찰참가자격을 증명하는 서류, 입찰공고문 추가명시 서류 등
① 입찰참가 공문 1 부.
② 제안서 및 요약서(제안발표자료 대체가능)
 - 제안서 및 발표자료(요약서) 원본(컬러) 1 부.
 - 제안서 및 발표자료(요약서) 평가본(흑백) 9 부.
 - 제안서 및 발표자료(요약서) PDF 파일 각 1 본.","[{""heading"":""### 아. 제출서류 및 마감 : 입찰공고문에 의함"",""line"":960,""source_type"":""body_sentence""},{""heading"":""② 사업자등록증, 소프트웨어사업자 및 중·소기업·소상공인 확인서 사본 각 1 부."",""line"":992,""source_type"":""body_sentence""},{""heading"":""③ 직접생산증명서[정보시스템개발서비스] 1 부."",""line"":995,""source_type"":""body_sentence""},{""heading"":""④ 법인등기부등본 및 법인인감증명서 각 1 부."",""line"":997,""source_type"":""body_sentence""},{""heading"":""⑤ 청렴계약이행서약서 1 부.(별지 서식 참조)"",""line"":1001,""source_type"":""body_sentence""},{""heading"":""위임장 또는 재직증명서 1부. (대리인 제출 시)"",""line"":1003,""source_type"":""body_sentence""},{""heading"":""기타 입찰참가자격을 증명하는 서류, 입찰공고문 추가명시 서류 등"",""line"":1005,""source_type"":""body_sentence""},{""heading"":""① 입찰참가 공문 1 부."",""line"":1010,""source_type"":""body_sentence""},{""heading"":""② 제안서 및 요약서(제안발표자료 대체가능)"",""line"":1012,""source_type"":""body_sentence""},{""heading"":"" - 제안서 및 발표자료(요약서) 원본(컬러) 1 부."",""line"":1013,""source_type"":""body_sentence""},{""heading"":"" - 제안서 및 발표자료(요약서) 평가본(흑백) 9 부."",""line"":1014,""source_type"":""body_sentence""},{""heading"":"" - 제안서 및 발표자료(요약서) PDF 파일 각 1 본."",""line"":1015,""source_type"":""body_sentence""}]","semantic_reviewed","","공고문 참조 뒤 같은 문서의 입찰참가등록·제안서 제출 목록을 실제 값으로 사용","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","입찰참가등록 및 제안서 제출 절의 실제 서류 목록","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000057","제출 방식","value_present","지정시스템에 입찰등록·정량평가·정성평가 서류를 각각 압축하여 제출","지정시스템에 입찰등록·정량평가·정성평가 서류를 각각 압축하여 제출","제안서 제출","body_sentence","{""document_id"":""RFP-000057"",""file"":""재단법인스포츠윤리센터_스포츠윤리센터 LMS(학습지원시스템) 기능개선.md"",""heading"":""※ 지정시스템에 제출할 시 입찰등록 서류, 정량평가 서류 및 정성평가 서류로 각각 압축하여 주십시오."",""line"":1383}","※ 지정시스템에 제출할 시 입찰등록 서류, 정량평가 서류 및 정성평가 서류로 각각 압축하여 주십시오.
□ 제안서 제출 일정 및 방법 : 입찰공고서 참조","[{""heading"":""□ 제안서 제출 일정 및 방법 : 입찰공고서 참조"",""line"":969,""source_type"":""body_sentence""}]","semantic_reviewed","","공고서 참조와 함께 명시된 지정시스템 압축 제출 절차를 실제 값으로 사용","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","입찰 제출서류 표 다음 유의사항의 시스템 제출 지침","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000068","제출 방식","value_present","입찰서류 및 제안서 온라인 제출","입찰서류 및 제안서 온라인 제출","제안서 제출","body_sentence","{""document_id"":""RFP-000068"",""file"":""한국건강가정진흥원_2025년 아이돌봄인력 인적성 검사 정보시스템 운영.md"",""heading"":""입찰서류 및 제안서 제출안내 (온라인 제출)"",""line"":1308}","입찰서류 및 제안서 제출안내 (온라인 제출)
# □ 공고서에 의함","[{""heading"":""# □ 공고서에 의함"",""line"":1197,""source_type"":""body_sentence""}]","semantic_reviewed","","공고서 위임 절 뒤 별첨의 온라인 제출 제목을 실제 값으로 사용","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","별첨 입찰서류 및 제안서 제출안내의 제출 수단","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000073","제출 방식","value_present","제안 자료는 온라인 제출","제안 자료는 온라인 제출","제안서 제출","body_sentence","{""document_id"":""RFP-000073"",""file"":""한국로봇산업진흥원_한국로봇산업진흥원 사업관리시스템 온라인평가 .md"",""heading"":""① 평가방법 : 제안 자료는 온라인 제출, 제안서 평가는 오프라인 실시"",""line"":1247}","① 평가방법 : 제안 자료는 온라인 제출, 제안서 평가는 오프라인 실시
○ 제안서 제출 일정 및 방법 : 입찰공고문 참조","[{""heading"":""○ 제안서 제출 일정 및 방법 : 입찰공고문 참조"",""line"":1457,""source_type"":""body_sentence""}]","semantic_reviewed","","제안안내의 공고 참조와 함께 평가방법 절에 적힌 온라인 제출을 우선","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","기술능력 평가방법의 제안 자료 제출 수단","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000078","제출 방식","value_present","전자입찰","전자입찰","접수방법","body_sentence","{""document_id"":""RFP-000078"",""file"":""한국사회보장정보원_라오스 보건의료정보화 협력을 위한 사전타당성 조.md"",""heading"":""### - 접수방법 : 전자입찰"",""line"":640}","### - 접수방법 : 전자입찰
### ❍ 제출기한 및 제출방법 : ‘입찰공고문‘에 따름","[{""heading"":""### ❍ 제출기한 및 제출방법 : ‘입찰공고문‘에 따름"",""line"":800,""source_type"":""body_sentence""}]","semantic_reviewed","","뒤쪽 공고문 위임보다 입찰 관련 정보 절의 전자입찰 명시를 우선","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제안서 제출마감 아래 접수방법 명시값","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000081","필수 제출 서류","external_reference","입찰공고서 참조","[""입찰공고서 참조""]","제출 서류","body_sentence","{""document_id"":""RFP-000081"",""file"":""한국생산기술연구원_2세대 전자조달시스템  기반구축사업.md"",""line"":1161}","ㅇ 제출 서류 : 제안서 및 입찰참가서류 (입찰공고서 참조)","","semantic_reviewed","현재 문서는 서류의 큰 종류만 말하고 실제 제출 목록은 입찰공고서에 맡기므로, 입찰공고서에서 확인해야 함","구체적인 필수 서류 목록이 아니라 입찰공고서 확인 안내로 확정","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","입찰참가서류 및 제안서 제출 절 L1161이 실제 목록을 입찰공고서에 위임함","제안서 및 입찰참가서류","서류의 큰 종류일 뿐 실제 필수 제출 목록이 아님"
"RFP-000090","필수 제출 서류","external_reference","“입찰공고문”참조","[""“입찰공고문”참조""]","제출서류","body_sentence","{""document_id"":""RFP-000090"",""file"":""한국연구재단_2024년 대학산학협력활동 실태조사 시스템(UICC) 기능개선.md"",""line"":1535}","5. 제출서류 : “입찰공고문”참조
□ 제출서류 : “입찰공고문” 참조","[{""line"":1545,""source_type"":""body_sentence""}]","semantic_reviewed","현재 문서에는 실제 필수 제출 서류 목록이 없고 입찰공고문 참조 안내만 있어, 입찰공고문에서 확인해야 함","서류의 큰 종류를 구체적인 목록으로 보지 않고 입찰공고문 외부 참조로 확정","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출서류 절 L1535와 제안서 제출 절 L1545가 모두 입찰공고문 확인을 지시함","가격제안서 및 입찰참가구비서류","서류의 큰 종류만 언급하며 구체적인 필수 제출 목록은 공고문에 있음"
"RFP-000099","제출 방식","value_present","조달청 e-발주시스템을 통한 전자·온라인 제출","조달청 e-발주시스템을 통한 전자·온라인 제출","제안서 제출","body_sentence","{""document_id"":""RFP-000099"",""file"":""한국해양조사협회_2024년 항해용 간행물 품질관리 업무보조 시스템 구축.md"",""heading"":""10) 입찰공고에서 지정한 제안서 일체(증빙자료 포함)를 조달청 e-발주시스템(rfp.g2b.go.kr)을 통하여 전자적으로 제출하여야 한다."",""line"":892}","10) 입찰공고에서 지정한 제안서 일체(증빙자료 포함)를 조달청 e-발주시스템(rfp.g2b.go.kr)을 통하여 전자적으로 제출하여야 한다.
1) 제출기한 및 제출방법 : “입찰공고문” 참조
** e-발주시스템을 통한 온라인 제출","[{""heading"":""1) 제출기한 및 제출방법 : “입찰공고문” 참조"",""line"":924,""source_type"":""body_sentence""},{""heading"":""** e-발주시스템을 통한 온라인 제출"",""line"":934,""source_type"":""body_sentence""}]","semantic_reviewed","","공고문 참조와 함께 현재 문서에 반복된 e-발주시스템 제출을 우선","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제안서 작성지침과 제출 절의 전자 제출 명시","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000011","제출 방식","external_reference","제출방법 : 공고문 참조","제출방법 : 공고문 참조","제출방법","body_sentence","{""document_id"":""RFP-000011"",""file"":""경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급).md"",""heading"":""● 제출방법 : 공고문 참조"",""line"":1331}","● 제출방법 : 공고문 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출방법 : 공고문 참조’라고 안내되어 있습니다. 실제 값은 공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000023","예산","external_reference","사업예산 : 입찰공고문 참조","사업예산 : 입찰공고문 참조","사업예산","front_matter","{""document_id"":""RFP-000023"",""file"":""국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.md"",""heading"":""○ 사업예산 : 입찰공고문 참조"",""line"":78}","○ 사업예산 : 입찰공고문 참조","","semantic_reviewed","현재 문서에는 예산의 실제 값 대신 ‘사업예산 : 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","예산 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000023","필수 제출 서류","external_reference","제출서류 : “입찰공고문” 참조","[""제출서류 : “입찰공고문” 참조""]","제출서류","body_sentence","{""document_id"":""RFP-000023"",""file"":""국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.md"",""heading"":""❍ 제출서류 : “입찰공고문” 참조"",""line"":1098}","❍ 제출서류 : “입찰공고문” 참조","","semantic_reviewed","현재 문서에는 필수 제출 서류의 실제 값 대신 ‘제출서류 : “입찰공고문” 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","필수 제출 서류 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000024","예산","external_reference","용역금액 : 입찰공고문 참조","용역금액 : 입찰공고문 참조","용역금액","front_matter","{""document_id"":""RFP-000024"",""file"":""국방과학연구소_대용량 자료전송시스템 고도화.md"",""heading"":""○ 용역금액 : 입찰공고문 참조"",""line"":36}","○ 용역금액 : 입찰공고문 참조","","semantic_reviewed","현재 문서에는 예산의 실제 값 대신 ‘용역금액 : 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","예산 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000024","제출 방식","external_reference","제출기한 및 제출방법 : 「입찰공고문」참조","제출기한 및 제출방법 : 「입찰공고문」참조","제출방법","body_sentence","{""document_id"":""RFP-000024"",""file"":""국방과학연구소_대용량 자료전송시스템 고도화.md"",""heading"":""▢ 제출기한 및 제출방법 : 「입찰공고문」참조"",""line"":863}","▢ 제출기한 및 제출방법 : 「입찰공고문」참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출기한 및 제출방법 : 「입찰공고문」참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000025","제출 방식","external_reference","제출기한, 제출장소 및 제출방법은 입찰 공고문 참고","제출기한, 제출장소 및 제출방법은 입찰 공고문 참고","제출장소","body_sentence","{""document_id"":""RFP-000025"",""file"":""그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.md"",""heading"":""□ 제출기한, 제출장소 및 제출방법은 입찰 공고문 참고"",""line"":2720}","□ 제출기한, 제출장소 및 제출방법은 입찰 공고문 참고","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출기한, 제출장소 및 제출방법은 입찰 공고문 참고’라고 안내되어 있습니다. 실제 값은 입찰 공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰 공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰 공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000029","필수 제출 서류","external_reference","제출서류 : 입찰공고서 참조","[""제출서류 : 입찰공고서 참조""]","제출서류","body_sentence","{""document_id"":""RFP-000029"",""file"":""대검찰청_아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교.md"",""heading"":""- 제출서류 : 입찰공고서 참조"",""line"":1010}","- 제출서류 : 입찰공고서 참조","","semantic_reviewed","현재 문서에는 필수 제출 서류의 실제 값 대신 ‘제출서류 : 입찰공고서 참조’라고 안내되어 있습니다. 실제 값은 입찰공고서을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고서 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","필수 제출 서류 항목이 실제 값을 입찰공고서에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000036","제출 방식","external_reference","제출기한 및 제출장소: 입찰공고 시 일정에 따름","제출기한 및 제출장소: 입찰공고 시 일정에 따름","제출장소","body_sentence","{""document_id"":""RFP-000036"",""file"":""사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.md"",""heading"":""□ 제출기한 및 제출장소: 입찰공고 시 일정에 따름"",""line"":1981}","□ 제출기한 및 제출장소: 입찰공고 시 일정에 따름","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출기한 및 제출장소: 입찰공고 시 일정에 따름’라고 안내되어 있습니다. 실제 값은 입찰공고을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000039","제출 방식","external_reference","제출기한 및 제출방법 : “입찰공고문” 참조","제출기한 및 제출방법 : “입찰공고문” 참조","제출방법","body_sentence","{""document_id"":""RFP-000039"",""file"":""서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.md"",""heading"":""● 제출기한 및 제출방법 : “입찰공고문” 참조"",""line"":2024}","● 제출기한 및 제출방법 : “입찰공고문” 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출기한 및 제출방법 : “입찰공고문” 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000043","제출 방식","external_reference","제안서 제출 일정 및 방법 : 입찰공고문 참조","제안서 제출 일정 및 방법 : 입찰공고문 참조","제안서 제출","body_sentence","{""document_id"":""RFP-000043"",""file"":""서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .md"",""heading"":""2) 제안서 제출 일정 및 방법 : 입찰공고문 참조"",""line"":1091}","2) 제안서 제출 일정 및 방법 : 입찰공고문 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제안서 제출 일정 및 방법 : 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000043","필수 제출 서류","external_reference","제출서류 : 입찰공고문 참조","[""제출서류 : 입찰공고문 참조""]","제출서류","body_sentence","{""document_id"":""RFP-000043"",""file"":""서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .md"",""heading"":""1) 제출서류 : 입찰공고문 참조"",""line"":1089}","1) 제출서류 : 입찰공고문 참조","","semantic_reviewed","현재 문서에는 필수 제출 서류의 실제 값 대신 ‘제출서류 : 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","필수 제출 서류 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000046","제출 방식","external_reference","제안서 제출 일정 및 방법은 “입찰 공고문”에 따름.","제안서 제출 일정 및 방법은 “입찰 공고문”에 따름.","제안서 제출","body_sentence","{""document_id"":""RFP-000046"",""file"":""수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.md"",""heading"":""□ 제안서 제출 일정 및 방법은 “입찰 공고문”에 따름."",""line"":913}","□ 제안서 제출 일정 및 방법은 “입찰 공고문”에 따름.","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제안서 제출 일정 및 방법은 “입찰 공고문”에 따름.’라고 안내되어 있습니다. 실제 값은 입찰 공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰 공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰 공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
